user_name;user_id;accommodation_id;accommodation_name;accommodation_address;accommodation_city;accommodation_postal_code;accommodation_country;accommodation_type;distribution;max_guests;last_update
"Soto de Valles S. de H.";47;4481;"Hostal Ander playa";"Plaza Contreras, 3, 58º B";"San Esteve del Puerto";10190;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";8;"2020-03-15 18:59:26"
"Grupo Montes";203;4482;"Hotel Cristian playa";"Plaça Palomino, 70, Ático 1º";"Cedillo Alta";74650;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";4;"2021-04-28 18:15:17"
"Castellano y Valentín";621;4483;"Apartamentos Marina ";"Praza Carla, 290, 1º B";"A Mojica Alta";37998;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":1}]}";16;"2020-08-11 18:29:13"
Mejía-Costa;213;4484;"Casa rural Gonzalo resort";"Ronda Arriaga, 85, 4º A";"Los Yáñez Medio";66780;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2021-06-08 10:56:53"
"Zúñiga de Mota e Hija";876;4485;"Hotel Jimena resort";"Paseo Tamayo, 68, 91º 1º";"Villa Luis del Pozo";51515;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2021-07-08 12:56:32"
"Corporación Zamora";324;4486;"Hostal Encarnación ";"Calle Chapa, 73, 24º A";"La Del Río";55646;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2020-09-23 19:40:13"
"Ceja y Bahena";119;4487;"Apartamentos Mar resort";"Carrer Úrsula, 20, 87º E";"Os Font";50991;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2020-08-06 11:16:34"
"Grupo Ayala y Asoc.";421;4488;"Hostal Rubén ";"Passeig Tovar, 1, 06º B";"Casares del Pozo";58903;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2}]}";4;"2020-08-02 02:18:49"
"Colunga y Sola y Asoc.";255;4489;"Apartamento José ";"Ruela Aurora, 613, 13º D";"O Garza del Barco";80035;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1}]}";7;"2019-11-30 10:45:39"
"Centro Serna";783;4490;"Casa rural Álvaro playa";"Avenida Jesús, 309, 1º B";"El Padrón Medio";94228;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";7;"2020-03-01 11:38:50"
"Altamirano y Negrete SA";8;4491;"Casa rural Luna playa";"Ronda Macías, 11, 8º 5º";"Villa Solorio";98447;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":3}]}";16;"2020-06-07 06:47:34"
"Corporación Pérez-Hurtado";96;4492;"Villa Mateo park";"Paseo Elsa, 80, 71º F";"Os Nájera";18250;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2020-01-09 22:43:03"
"Valladares-Luevano e Hijo";518;4493;"Casa rural Yaiza park";"Praza Centeno, 9, 15º D";"Rodríquez Alta";60136;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2021-02-22 20:24:02"
"Air Ferrer e Hija";49;4494;"Villa Jorge playa";"Travessera Mercado, 96, 77º A";"Olivares del Vallès";84032;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1}]}";6;"2020-08-08 15:19:07"
"Samaniego, Rodrigo y Varela y Flia.";394;4495;"Apartamentos Saúl ";"Praza Reyes, 5, Entre suelo 7º";"Avilés de San Pedro";99094;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2021-11-13 16:13:52"
"Rocha, Segura y Vela e Hijo";463;4496;"Casa rural Iker resort";"Ronda Carlos, 7, 7º 3º";"Los Sandoval Medio";69710;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":3}]}";23;"2020-06-23 13:38:33"
"Peña y Benítez y Flia.";893;4497;"Hotel Iker ";"Carrer Loya, 726, 19º E";"El Vásquez del Puerto";96603;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":2}]}";10;"2020-08-05 13:08:51"
"Galván de De Jesús SA";804;4498;"Casa rural Óscar resort";"Avinguda Ainhoa, 4, Entre suelo 8º";"L' Martínez";83022;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3}]}";7;"2020-06-05 16:59:14"
"Cortés de Prado";981;4499;"Villa Salma playa";"Rúa Ocampo, 6, Ático 6º";"O Quiroz";93899;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2020-05-09 08:04:27"
"Sisneros y Estrada";596;4500;"Apartamentos Victoria resort";"Plaça Matos, 224, Bajos";"Vall Menéndez";33745;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":1}]}";9;"2020-04-16 07:12:47"
"Roldán-Zúñiga SRL";962;4501;"Villa Laura resort";"Plaza Antonia, 3, Ático 0º";"San Soler";19411;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";9;"2021-10-20 15:53:47"
"Avilés, Marcos y Ballesteros e Hijo";502;4502;"Casa rural Valeria ";"Travesía Ana, 40, Entre suelo 4º";"Las Rosado de Lemos";99765;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";12;"2020-05-25 23:33:46"
Olvera-Contreras;33;4503;"Hostal Eduardo resort";"Passeig Baca, 640, 39º F";"Las Castellano Alta";79855;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3}]}";8;"2020-03-16 04:30:55"
"Asociación Arenas SRL";381;4504;"Apartamento Enrique playa";"Camino Jasso, 232, 1º F";"Mejía del Penedès";74957;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-08-06 11:13:07"
"Gestora Porras-Sanz";719;4505;"Casa rural César resort";"Travesía Sandoval, 49, Entre suelo 2º";"La Trujillo Alta";39825;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":3},{""beds"":2},{""beds"":3}]}";21;"2020-09-30 12:22:18"
Esparza-Navas;945;4506;"Apartamento Cristina resort";"Camiño Ian, 371, Ático 8º";"Os Flórez";15418;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";3;"2020-07-31 20:43:34"
"Marín, Montaño y Sanz S. de H.";942;4507;"Villa Gonzalo ";"Avinguda Rocío, 32, 61º E";"Marco de la Sierra";08379;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":1}]}";3;"2020-02-09 15:51:54"
"Centro Calvo-Miranda";262;4508;"Apartamento Francisco ";"Travesía Raquel, 21, 7º B";"Villalobos del Vallès";54903;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";3;"2020-08-11 14:48:02"
"Lerma y Miramontes";192;4509;"Apartamentos Jorge ";"Passeig Ángel, 5, Entre suelo 4º";"Os Ornelas";25725;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";6;"2020-05-13 05:38:45"
"Esquibel de Godoy";309;4510;"Casa rural Rodrigo playa";"Praza Patricia, 1, Bajo 1º";"Manzanares del Mirador";25419;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";3;"2021-09-21 08:03:53"
Pantoja-Abeyta;147;4511;"Apartamento Alonso playa";"Avinguda Marc, 827, 5º 0º";"Las Guerra Baja";92716;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":3}]}";8;"2020-09-09 10:53:00"
"Asociación Trejo-Peña";77;4512;"Apartamento Alex park";"Passeig Solís, 4, 9º 2º";"Vall Munguía";33656;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2}]}";5;"2020-08-18 09:42:46"
"Delao, Riojas y Estrada e Hija";69;4513;"Apartamentos Emilia playa";"Ronda Rubio, 54, 4º";"Villa Casillas";78430;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":2}]}";10;"2021-06-02 15:38:30"
"Viajes Rodríquez e Hijo";453;4514;"Hotel Iván playa";"Camino Aleix, 370, Ático 8º";"Os Peres";86383;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":3}]}";13;"2020-05-11 18:51:51"
"Plaza, Beltrán y Soliz SRL";341;4515;"Villa Sergio ";"Praza Pedro, 99, 95º E";"Cadena de la Sierra";05958;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":1}]}";12;"2021-10-17 08:13:22"
"Adame-Nájera SRL";613;4516;"Hostal Aleix playa";"Avinguda Sotelo, 655, 8º E";"As Asensio";66403;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":2}]}";10;"2020-07-25 19:33:25"
"Valladares de Palomo";790;4517;"Villa Eva park";"Travessera Bueno, 519, 2º E";"Los Rodríguez Alta";34681;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":1}]}";18;"2021-06-20 13:04:06"
"Andrés y Arenas";445;4518;"Casa rural Mara ";"Calle Adam, 63, Entre suelo 4º";"El Berríos del Bages";56639;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2020-02-02 22:36:46"
"Luque-Canales e Hija";505;4519;"Apartamento Eric park";"Avinguda Vega, 685, Entre suelo 6º";"L' Escalante";53181;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";6;"2020-11-15 12:03:45"
"Sierra y Badillo";206;4520;"Apartamentos Ángeles playa";"Travessera Briones, 95, 3º 0º";"San Barragán";37817;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2020-07-16 10:55:27"
"Empresa Pérez";93;4521;"Hostal Guillermo playa";"Ronda Palomo, 8, 8º 2º";"Orellana del Puerto";32937;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";8;"2020-06-19 18:52:18"
"Asociación Escalante";97;4522;"Apartamentos Paola playa";"Camino Cristina, 30, 8º B";"A Perales";84585;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":3}]}";13;"2020-12-02 19:14:24"
Muñoz-Colunga;409;4523;"Casa rural Jaime resort";"Travesía Tejeda, 400, Bajos";"Laboy de Ulla";82412;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-11-11 19:52:00"
"Peres-Armas SA";390;4524;"Apartamento Víctor resort";"Travesía Zavala, 1, Bajos";"Solorio del Pozo";35497;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";7;"2021-05-19 18:23:27"
"Corporación Saavedra SRL";44;4525;"Hotel Carlos resort";"Ruela Gaona, 2, 27º F";"Villa Feliciano";95772;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2021-02-19 16:55:10"
"Gestora Blanco";865;4526;"Hostal María Pilar playa";"Passeig Erik, 6, Bajos";"Treviño del Barco";88696;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":2}]}";9;"2020-06-23 09:56:13"
"Corporación Miramontes e Hija";913;4527;"Villa Jesús resort";"Plaça Héctor, 3, 56º E";"As Espinoza de Lemos";63448;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":1}]}";17;"2020-06-04 21:45:20"
Tamez-Molina;958;4528;"Villa Hugo ";"Ruela Raúl, 934, 50º D";"Arguello de las Torres";27711;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2020-08-07 20:10:18"
Villaseñor-Gutiérrez;51;4529;"Hotel Mar resort";"Camino Amador, 3, 1º D";"San Vaca";81611;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-05-04 22:40:23"
"Abad-Nazario S. de H.";333;4530;"Apartamentos Inmaculada ";"Avinguda Llamas, 6, 34º 6º";"As Alaniz de las Torres";33502;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";5;"2020-04-03 20:19:59"
"Nieves de Sánchez";838;4531;"Apartamentos Nerea ";"Rúa Moreno, 5, 12º E";"Villa Alcántar";55301;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2021-08-24 09:54:12"
"Espinal y Vargas";159;4532;"Apartamento Óscar ";"Praza Eric, 5, 2º 3º";"San Chapa";46793;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3}]}";9;"2020-07-26 23:02:52"
"Global Toro S. de H.";386;4533;"Hostal Miguel Ángel park";"Praza Rodarte, 63, Ático 3º";"L' Miranda Baja";19172;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2}]}";6;"2020-10-06 00:22:22"
"Elizondo-Meléndez SRL";142;4534;"Apartamentos Salma park";"Travesía Díaz, 2, 3º B";"As Palomino de Ulla";44756;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2019-12-06 02:31:39"
"Grupo Samaniego S. de H.";330;4535;"Villa Eric resort";"Rúa José Antonio, 76, 9º 0º";"Los Ordoñez";95414;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3}]}";6;"2020-02-22 18:20:43"
Cazares-Abeyta;982;4536;"Apartamentos Lorena park";"Paseo Guillem, 715, Bajo 8º";"A Requena";92889;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2021-05-31 10:59:02"
"Air Reyna";202;4537;"Apartamento Blanca resort";"Travesía Laia, 441, Entre suelo 4º";"Montaño del Bages";24248;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";7;"2020-04-30 11:07:16"
"Pizarro y Cazares e Hija";279;4538;"Hotel Juan playa";"Paseo Cuevas, 39, 1º 6º";"Andreu de Arriba";47336;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":1}]}";10;"2020-09-07 16:36:46"
"Olivas de Más SRL";76;4539;"Apartamentos Helena ";"Avinguda Bahena, 2, 4º F";"González del Penedès";19992;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2021-07-03 14:02:39"
"Espinal y Vargas";159;4540;"Hotel María Dolores playa";"Avinguda Tejada, 9, 01º A";"El Arevalo";83334;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";8;"2021-09-08 15:15:44"
"Abad-Nazario S. de H.";333;4541;"Apartamentos Verónica park";"Ruela Coronado, 92, 3º A";"Villa Abeyta";69782;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2021-03-18 07:52:29"
"Almanza, Valencia y Mateos e Hijos";569;4542;"Apartamento Nahia resort";"Avinguda Jiménez, 3, Bajo 2º";"El Zelaya";30958;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3}]}";6;"2021-04-10 08:43:26"
"Air Ferrer SRL";56;4543;"Hotel Emilia ";"Calle Alcántar, 914, 84º E";"O Reyes";78456;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-05-19 03:25:21"
"Nazario, Delvalle y Macías y Asoc.";295;4544;"Villa Víctor resort";"Travessera Abad, 2, Ático 4º";"Godoy de Ulla";54086;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":3}]}";10;"2020-07-05 02:02:14"
Olivas-Irizarry;184;4545;"Apartamento Helena ";"Paseo Emilia, 30, 6º B";"Estrada del Penedès";91093;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1}]}";5;"2020-09-21 05:49:40"
"Ayala de Calvo";643;4546;"Villa Abril park";"Avinguda Saucedo, 6, Ático 9º";"Villa Manzano del Pozo";49125;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2020-06-30 01:33:34"
"Delvalle de Hernández";849;4547;"Hotel Paula ";"Ronda Lira, 88, 7º A";"Os Corral";73883;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":2}]}";11;"2020-07-18 22:15:24"
"Álvarez y Lomeli";285;4548;"Villa Inmaculada ";"Camino Nadia, 81, 3º 4º";"Ulibarri Baja";36990;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";7;"2020-07-15 06:03:26"
Coronado-Riera;690;4549;"Hostal Enrique resort";"Praza Fernández, 596, 0º A";"Nava de San Pedro";05259;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2}]}";11;"2021-10-21 20:01:44"
"Sandoval y Luna";519;4550;"Apartamento Rocío resort";"Plaça Nava, 6, 6º E";"Perales Alta";01217;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2021-10-14 14:57:52"
"Samaniego, Rodrigo y Varela y Flia.";394;4551;"Hotel Teresa ";"Camiño Encarnación, 290, 79º B";"As De la Cruz";69816;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";8;"2021-04-21 17:59:27"
"Asociación Llamas SA";668;4552;"Apartamento Vera park";"Ronda Vélez, 8, 7º";"Collado del Barco";48268;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2021-01-22 19:42:58"
"Guerra de Rojo";259;4553;"Apartamentos Cristian resort";"Avenida Naiara, 2, 1º A";"Rascón Medio";86263;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2}]}";10;"2020-04-19 10:07:54"
"Delvalle de Hernández";849;4554;"Apartamento Vera playa";"Calle Bustos, 44, 8º 5º";"Mercado de la Sierra";69343;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":2}]}";16;"2019-12-25 05:50:47"
"Corral, Madera y Amador e Hijos";62;4555;"Casa rural Gerard park";"Paseo Calvillo, 58, Bajos";"A Roca";34663;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";6;"2020-07-03 14:24:16"
"Grupo Saldivar-Del Río";895;4556;"Villa Joel playa";"Plaça Lomeli, 656, Entre suelo 9º";"Alarcón del Bages";69624;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":1}]}";5;"2020-05-26 16:33:52"
"Empresa Villegas";427;4557;"Casa rural Fátima playa";"Plaça Burgos, 620, 0º A";"As Arribas de las Torres";79764;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2019-12-12 10:12:11"
"Olivas de Mojica";645;4558;"Apartamento Roberto resort";"Ruela Lola, 929, 1º B";"Villa Gimeno";34023;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2021-06-01 01:27:05"
"Lucio y Aranda";37;4559;"Apartamento Valentina playa";"Travessera Concepción, 60, 76º D";"Delao de Ulla";37211;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";5;"2020-07-21 18:23:15"
"Global Benítez S. de H.";669;4560;"Casa rural Noelia park";"Avinguda Tamayo, 44, Entre suelo 1º";"San Castellanos del Barco";74645;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-06-10 17:42:44"
"Chavarría y Cortés e Hija";432;4561;"Hostal Santiago playa";"Plaça Gonzalo, 5, 0º A";"A Mora";28448;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";8;"2020-01-11 12:18:21"
"Valladares de Manzano e Hija";586;4562;"Casa rural Alonso playa";"Rúa Sergio, 799, 96º A";"Munguía de Arriba";74386;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":3}]}";11;"2021-06-26 16:26:28"
"Cedillo y Marrero SA";471;4563;"Apartamento Ariadna park";"Camino Francisco, 563, 61º D";"A Chapa de Arriba";43441;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":2}]}";12;"2019-12-22 12:29:16"
"Empresa Rendón";194;4564;"Hotel Oliver ";"Camino Josefa, 43, 8º D";"O Villaseñor del Penedès";65574;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2020-10-04 17:58:52"
"Global Marrero-Mejía";869;4565;"Apartamento María playa";"Carrer Garrido, 5, 8º A";"Ureña del Puerto";56942;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":1}]}";18;"2021-09-26 09:18:20"
"Calvillo de Bautista S. de H.";38;4566;"Apartamentos Celia ";"Ronda Oquendo, 29, 3º F";"Luna de Lemos";63612;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-07-25 11:26:38"
"Gutiérrez de Sanz SRL";739;4567;"Casa rural Mireia resort";"Camino Beatriz, 9, Bajo 2º";"San Crespo";40355;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";4;"2020-06-05 00:50:47"
"Ledesma-Saiz SRL";755;4568;"Hotel Alba playa";"Praza Martín, 27, 1º C";"Las Arias Baja";42594;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2020-05-08 15:53:00"
"Rojas de Casado SA";803;4569;"Hotel Noa ";"Avenida Leo, 600, Ático 7º";"Ávila Baja";95983;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2021-08-05 16:33:44"
Lozada-Barroso;116;4570;"Apartamento Óscar ";"Paseo Alicia, 100, 6º 0º";"El Delgadillo";75982;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2021-11-15 00:21:40"
"Valentín-Preciado y Flia.";327;4571;"Hotel Laia resort";"Plaça Berta, 12, 43º B";"Cano Baja";17859;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";3;"2020-09-03 20:40:12"
"Asociación Benavídez SA";3;4572;"Apartamento Gabriel playa";"Ronda Acuña, 92, 3º C";"Vall Leiva";10991;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2021-07-24 05:30:33"
"Centro Figueroa S. de H.";2;4573;"Apartamentos Luis resort";"Camino Valdivia, 353, Bajos";"Ruelas Baja";86922;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";5;"2021-08-10 03:19:37"
"Tejada de Izquierdo y Flia.";288;4574;"Villa Rodrigo park";"Praza Santos, 677, 48º C";"Barrios del Barco";37915;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2021-09-23 05:40:39"
"Asociación Puga-Gil";649;4575;"Casa rural Valeria ";"Passeig Banda, 66, 38º D";"Anguiano del Barco";42021;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":2},{""beds"":1}]}";10;"2021-05-07 19:26:35"
"Asociación Galindo-Morales";396;4576;"Apartamentos Cristian resort";"Travessera Óscar, 552, 2º";"Marrero Medio";75566;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2019-11-20 02:48:46"
"Grupo Montes";203;4577;"Hostal Juan resort";"Carrer Riojas, 4, 52º A";"Los Guerra del Vallès";51543;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-03-30 23:32:40"
"Domenech-Leiva y Asoc.";137;4578;"Hotel Olga playa";"Carrer Camacho, 2, 22º F";"El Patiño de Lemos";00979;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2021-04-25 03:10:01"
"Corona y Ordoñez";647;4579;"Apartamentos Aleix ";"Camiño Candela, 92, Entre suelo 5º";"A Arenas";51573;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";10;"2020-01-27 21:55:32"
"Araña de Collado";659;4580;"Apartamento Noelia resort";"Rúa David, 3, 96º 8º";"El Quintero de Arriba";53316;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-10-18 06:29:40"
"Cortez y Yáñez";842;4581;"Apartamentos Ana resort";"Camiño Alonso, 73, Entre suelo 8º";"Bermúdez Medio";48566;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";4;"2021-06-18 14:50:07"
Cardona-Rosas;212;4582;"Hostal Nora park";"Camiño Vicente, 912, 1º D";"A Sotelo del Puerto";69291;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";8;"2021-01-07 23:38:11"
"Aguayo de Collazo";570;4583;"Villa Alonso resort";"Paseo Mojica, 2, 4º D";"El Bustos";62907;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":1}]}";9;"2019-12-08 13:16:05"
